,periodCode,platformCode,channelCode,marketingInvestment,impressions,clicks,visits,conversions,deliveries
1724,20200321,Sklik,sklik_rem,363.87,15132,126,175,3,3
1725,20200321,Sklik,sklik_sea,134.28,584,57,54,1,1
1726,20200321,ZboziCz,zbozi,587.68,2952,68,69,1,1
1727,20200321,unpaid,direct,0.0,0,0,484,2,2
1728,20200321,unpaid,facebook,0.0,0,0,64,1,1
1729,20200321,unpaid,internal,0.0,0,0,538,0,0
1730,20200321,unpaid,notset,0.0,0,0,18,0,0
1731,20200321,unpaid,organic,0.0,0,0,547,9,8
1732,20200321,unpaid,referral,0.0,0,0,86,1,1
1733,20200322,AdWords,adwords_bra,90.26,330,202,232,12,11
1734,20200322,AdWords,adwords_pla,14099.85,230281,3071,3142,45,43
1735,20200322,AdWords,adwords_rem,882.36,28448,229,249,0,0
1736,20200322,AdWords,adwords_sea,30.409999999999997,418,20,31,1,1
1737,20200322,FirmyCz,zbozi,80.54,771,5,2,0,0
1738,20200322,HeurekaCz,heureka,154.70000000000002,0,40,61,2,2
1739,20200322,Not tracked,notset,0.0,0,0,0,17,6
1740,20200322,RtbHouse,rtbhouse,2395.91,28924,696,525,2,2
1741,20200322,Silverpop,emailing,1290.32,0,0,564,23,23
1742,20200322,Sklik,sklik_bra,58.5,158,93,109,2,2
1743,20200322,Sklik,sklik_pla,227.5,3617,62,62,1,1
1744,20200322,Sklik,sklik_rem,415.4,15435,148,204,0,0
1745,20200322,Sklik,sklik_sea,206.18,722,89,87,0,0
1746,20200322,ZboziCz,zbozi,455.36,3371,75,58,1,1
1747,20200322,unpaid,direct,0.0,0,0,501,9,9
1748,20200322,unpaid,facebook,0.0,0,0,158,0,0
1749,20200322,unpaid,internal,0.0,0,0,600,0,0
1750,20200322,unpaid,notset,0.0,0,0,17,0,0
1751,20200322,unpaid,organic,0.0,0,0,597,5,5
1752,20200322,unpaid,referral,0.0,0,0,83,0,0
1753,20200323,AdWords,adwords_bra,163.27,400,204,232,0,0
1754,20200323,AdWords,adwords_pla,10642.37,196012,2244,2312,0,0
1755,20200323,AdWords,adwords_rem,244.33,8998,74,97,0,0
1756,20200323,AdWords,adwords_sea,20.580000000000002,353,12,25,0,0
1757,20200323,FacebookBusinessAdsManager,facebook,282.84,18787,337,0,0,0
1758,20200323,FirmyCz,zbozi,80.54,982,4,3,0,0
1759,20200323,HeurekaCz,heureka,109.60000000000001,0,29,58,0,0
1760,20200323,RtbHouse,rtbhouse,1709.93,21819,500,371,0,0
1761,20200323,Silverpop,emailing,0.0,0,0,1796,0,0
1762,20200323,Sklik,sklik_bra,81.9,161,117,128,0,0
1763,20200323,Sklik,sklik_pla,217.1,3379,60,63,0,0
1764,20200323,Sklik,sklik_rem,353.58,24726,116,160,0,0
1765,20200323,Sklik,sklik_sea,130.3,797,52,51,0,0
1766,20200323,ZboziCz,zbozi,681.48,2838,68,68,0,0
1767,20200323,unpaid,direct,0.0,0,0,552,0,0
1768,20200323,unpaid,facebook,0.0,0,0,73,0,0
1769,20200323,unpaid,internal,0.0,0,0,601,0,0
1770,20200323,unpaid,notset,0.0,0,0,27,0,0
1771,20200323,unpaid,organic,0.0,0,0,598,0,0
1772,20200323,unpaid,referral,0.0,0,0,105,0,0
1773,20200324,AdWords,adwords_bra,212.06,407,215,238,0,0
1774,20200324,AdWords,adwords_pla,12876.789999999999,230425,2587,2652,0,0
1775,20200324,AdWords,adwords_rem,0.0,5292,56,61,0,0
1776,20200324,AdWords,adwords_sea,35.69,382,13,13,0,0
1777,20200324,FacebookBusinessAdsManager,facebook,197.98,18561,222,0,0,0
1778,20200324,FirmyCz,zbozi,80.54,905,0,2,0,0
1779,20200324,HeurekaCz,heureka,121.79999999999998,0,35,58,0,0
1780,20200324,RtbHouse,rtbhouse,0.0,21972,453,339,0,0
1781,20200324,Silverpop,emailing,0.0,0,0,1655,0,0
1782,20200324,Sklik,sklik_bra,49.71,118,81,105,0,0
1783,20200324,Sklik,sklik_pla,172.0,3152,43,42,0,0
1784,20200324,Sklik,sklik_rem,321.4,16247,115,171,0,0
1785,20200324,Sklik,sklik_sea,136.44,685,56,55,0,0
1786,20200324,ZboziCz,zbozi,413.97,2842,62,60,0,0
1787,20200324,unpaid,direct,0.0,0,0,524,0,0
1788,20200324,unpaid,facebook,0.0,0,0,40,0,0
1789,20200324,unpaid,internal,0.0,0,0,592,0,0
1790,20200324,unpaid,notset,0.0,0,0,26,0,0
1791,20200324,unpaid,organic,0.0,0,0,698,0,0
1792,20200324,unpaid,referral,0.0,0,0,102,0,0
1793,20200325,AdWords,adwords_bra,216.18,401,228,253,0,0
1794,20200325,AdWords,adwords_pla,10928.52,205816,2294,2358,0,0
1795,20200325,AdWords,adwords_rem,700.0,4997,51,65,0,0
1796,20200325,AdWords,adwords_sea,43.66,397,19,22,0,0
1797,20200325,Bing,bing,0.0,0,0,1,0,0
1798,20200325,FacebookBusinessAdsManager,facebook,158.11,14474,169,0,0,0
1799,20200325,FirmyCz,zbozi,80.54,935,14,3,0,0
1800,20200325,HeurekaCz,heureka,140.0,0,39,51,0,0
1801,20200325,RtbHouse,rtbhouse,0.0,21617,459,340,0,0
1802,20200325,Silverpop,emailing,0.0,0,0,1560,0,0
1803,20200325,Sklik,sklik_bra,62.3,158,90,96,0,0
1804,20200325,Sklik,sklik_pla,161.5,3007,46,50,0,0
1805,20200325,Sklik,sklik_rem,0.0,0,0,144,0,0
1806,20200325,Sklik,sklik_sea,148.98,804,59,64,0,0
1807,20200325,ZboziCz,zbozi,707.96,2985,72,70,0,0
1808,20200325,unpaid,direct,0.0,0,0,510,0,0
1809,20200325,unpaid,facebook,0.0,0,0,49,0,0
1810,20200325,unpaid,internal,0.0,0,0,463,0,0
1811,20200325,unpaid,notset,0.0,0,0,37,0,0
1812,20200325,unpaid,organic,0.0,0,0,604,0,0
1813,20200325,unpaid,referral,0.0,0,0,96,0,0
